Simplified	Traditional	HTML pinyin	HTML meaning	Counter		Homophones	HSK lv	Hanzi lv	All Hanzi lv
码头	碼頭	<span class="tone3">mǎ</span> <span class="tone2">tóu</span>	<ol><li>dock</li> <li>pier</li> <li>wharf</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_6	30	[30, 4]
洪水		<span class="tone2">hóng</span> <span class="tone3">shuǐ</span>	<ol><li>deluge</li> <li>flood</li></ol>				HSK_Level_6	30	[30, 1]
偶像		<span class="tone3">ǒu</span> <span class="tone4">xiàng</span>	<ol><li>idol</li></ol>				HSK_Level_6	30	[30, 10]
签署	簽署	<span class="tone1">qiān</span> <span class="tone3">shǔ</span>	<ol><li>to sign (an agreement)</li></ol>				HSK_Level_6	30	[30, 29]
隆重		<span class="tone2">lóng</span> <span class="tone4">zhòng</span>	<ol><li>grand</li> <li>prosperous</li> <li>ceremonious</li> <li>solemn</li></ol>				HSK_Level_6	30	[30, 5]
驻扎	駐紮	<span class="tone4">zhù</span> <span class="tone1">zhā</span>	<ol><li>to station</li> <li>to garrison (troops)</li></ol>				HSK_Level_6	30	[30, 28]
粗鲁	粗魯	<span class="tone1">cū</span> <span class="tone3">lǔ</span>	<ol><li>coarse</li> <li>crude (in one's manner)</li> <li>boorish</li></ol>				HSK_Level_6	30	[30, 20]
薄弱		<span class="tone2">bó</span> <span class="tone4">ruò</span>	<ol><li>weak</li> <li>frail</li></ol>				HSK_Level_6	30	[30, 23]
艘		<span class="tone1">sōu</span>	<ol><li>classifier for ships</li></ol>		<span class="tone1">sāo</span>		HSK_Level_6	30	[30]
插座		<span class="tone1">chā</span> <span class="tone4">zuò</span>	<ol><li>socket</li> <li>outlet</li></ol>				HSK_Level_6	30	[30, 18]
天赋	天賦	<span class="tone1">tiān</span> <span class="tone4">fù</span>	<ol><li>gift</li> <li>innate skill</li></ol>				HSK_Level_6	31	[2, 31]
动脉	動脈	<span class="tone4">dòng</span> <span class="tone4">mài</span>	<ol><li>artery</li></ol>				HSK_Level_6	31	[3, 31]
分寸		<span class="tone1">fēn</span> <span class="tone5">cun</span>	<ol><li>propriety</li> <li>appropriate behavior</li> <li>proper speech or action</li> <li>within the norms</li></ol>				HSK_Level_6	31	[3, 31]
结晶	結晶	<span class="tone2">jié</span> <span class="tone1">jīng</span>	<ol><li>to crystallize</li> <li>crystallization</li> <li>crystal</li> <li>crystalline</li></ol>				HSK_Level_6	31	[5, 31]
光辉	光輝	<span class="tone1">guāng</span> <span class="tone1">huī</span>	<ol><li>radiance</li> <li>glory</li> <li>brilliant</li> <li>magnificent</li></ol>				HSK_Level_6	31	[6, 31]
视频	視頻	<span class="tone4">shì</span> <span class="tone2">pín</span>	<ol><li>video</li></ol>				HSK_Level_6	31	[8, 31]
山脉	山脈	<span class="tone1">shān</span> <span class="tone4">mài</span>	<ol><li>mountain range</li></ol>	条|條(<span class="tone2">tiáo</span>)			HSK_Level_6	31	[8, 31]
源泉		<span class="tone2">yuán</span> <span class="tone2">quán</span>	<ol><li>fountainhead</li> <li>well-spring</li> <li>water source</li> <li>fig. origin</li></ol>				HSK_Level_6	31	[11, 31]
监狱	監獄	<span class="tone1">jiān</span> <span class="tone4">yù</span>	<ol><li>prison</li></ol>				HSK_Level_6	31	[19, 31]
悲哀		<span class="tone1">bēi</span> <span class="tone1">āi</span>	<ol><li>grieved</li> <li>sorrowful</li></ol>				HSK_Level_6	31	[25, 31]
荒凉	荒涼	<span class="tone1">huāng</span> <span class="tone2">liáng</span>	<ol><li>desolate</li></ol>				HSK_Level_6	31	[28, 31]
频繁	頻繁	<span class="tone2">pín</span> <span class="tone2">fán</span>	<ol><li>frequently</li> <li>often</li></ol>				HSK_Level_6	31	[31, 29]
频率	頻率	<span class="tone2">pín</span> <span class="tone4">lǜ</span>	<ol><li>frequency</li></ol>				HSK_Level_6	31	[31, 15]
呈现	呈現	<span class="tone2">chéng</span> <span class="tone4">xiàn</span>	<ol><li>to appear</li> <li>to emerge</li> <li>to present (a certain appearance)</li> <li>to demonstrate</li></ol>				HSK_Level_6	31	[31, 2]
浓厚	濃厚	<span class="tone2">nóng</span> <span class="tone4">hòu</span>	<ol><li>dense</li> <li>thick (fog, clouds etc)</li> <li>to have a strong interest in</li> <li>deep</li> <li>fully saturated (color)</li></ol>				HSK_Level_6	31	[31, 21]
昌盛		<span class="tone1">chāng</span> <span class="tone4">shèng</span>	<ol><li>prosperous</li></ol>				HSK_Level_6	31	[31, 25]
寄托	寄託	<span class="tone4">jì</span> <span class="tone1">tuō</span>	<ol><li>to have sb look after sb</li> <li>to entrust the care of sb</li> <li>to place (hope etc) on</li></ol>				HSK_Level_6	31	[31, 20]
厌恶	厭惡	<span class="tone4">yàn</span> <span class="tone4">wù</span>	<ol><li>to loathe</li> <li>to hate</li> <li>disgusted with sth</li></ol>				HSK_Level_6	31	[31, 19]
埋伏		<span class="tone2">mái</span> <span class="tone2">fú</span>	<ol><li>to ambush</li> <li>to lie in wait for</li> <li>to lie low</li> <li>ambush</li></ol>				HSK_Level_6	31	[31, 29]
埋没	埋沒	<span class="tone2">mái</span> <span class="tone4">mò</span>	<ol><li>to engulf</li> <li>to bury</li> <li>to overlook</li> <li>to stifle</li> <li>to neglect</li> <li>to fall into oblivion</li></ol>				HSK_Level_6	31	[31, 3]
迈	邁	<span class="tone4">mài</span>	<ol><li>to take a step</li> <li>to stride</li></ol>			<span class="nobr">卖|賣</span>	HSK_Level_6	31	[31]
赋予	賦予	<span class="tone4">fù</span> <span class="tone3">yǔ</span>	<ol><li>to assign</li> <li>to entrust (a task)</li> <li>to give</li> <li>to bestow</li></ol>				HSK_Level_6	31	[31, 18]
渔民	漁民	<span class="tone2">yú</span> <span class="tone2">mín</span>	<ol><li>fisherman</li> <li>fisher folk</li></ol>				HSK_Level_6	31	[31, 5]
铜	銅	<span class="tone2">tóng</span>	<ol><li>copper (chemistry)</li> <li>see also 紅銅|红铜[hong2 tong2]</li></ol>	块|塊(<span class="tone4">kuài</span>)			HSK_Level_6	31	[31]
削		<span class="tone1">xuē</span>	<ol><li>to pare</li> <li>to reduce</li> <li>to remove</li></ol>		<span class="tone4">xuè</span>	<span class="nobr">血</span>	HSK_Level_6	31	[31]
削弱		<span class="tone1">xuē</span> <span class="tone4">ruò</span>	<ol><li>to weaken</li> <li>to impair</li> <li>to cripple</li></ol>				HSK_Level_6	31	[31, 23]
卓越		<span class="tone2">zhuó</span> <span class="tone4">yuè</span>	<ol><li>outstanding</li> <li>surpassing</li> <li>distinguished</li> <li>splendid</li></ol>				HSK_Level_6	31	[31, 7]
舌头	舌頭	<span class="tone2">shé</span> <span class="tone5">tou</span>	<ol><li>tongue</li> <li>enemy soldier captured for the purpose of extracting information</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_6	31	[31, 4]
棉花		<span class="tone2">mián</span> <span class="tone5">hua</span>	<ol><li>cotton</li></ol>				HSK_Level_6	31	[31, 8]
诞生	誕生	<span class="tone4">dàn</span> <span class="tone1">shēng</span>	<ol><li>to be born</li></ol>				HSK_Level_6	31	[31, 5]
不妨		<span class="tone4">bù</span> <span class="tone2">fáng</span>	<ol><li>there is no harm in</li> <li>might as well</li></ol>				HSK_Level_6	32	[4, 32]
解雇	解僱	<span class="tone3">jiě</span> <span class="tone4">gù</span>	<ol><li>to fire</li> <li>to sack</li> <li>to dismiss</li> <li>to terminate employment</li></ol>				HSK_Level_6	32	[5, 32]
城堡		<span class="tone2">chéng</span> <span class="tone3">bǎo</span>	<ol><li>castle</li> <li>rook (chess piece)</li></ol>				HSK_Level_6	32	[7, 32]
宗旨		<span class="tone1">zōng</span> <span class="tone3">zhǐ</span>	<ol><li>objective</li> <li>aim</li> <li>goal</li></ol>				HSK_Level_6	32	[13, 32]
排斥		<span class="tone2">pái</span> <span class="tone4">chì</span>	<ol><li>to reject</li> <li>to exclude</li> <li>to eliminate</li> <li>to remove</li> <li>to repel</li></ol>				HSK_Level_6	32	[15, 32]
摩擦		<span class="tone2">mó</span> <span class="tone1">cā</span>	<ol><li>friction</li> <li>rubbing</li> <li>chafing</li> <li>fig. disharmony</li> <li>conflict</li></ol>				HSK_Level_6	32	[22, 32]
虚伪	虛偽	<span class="tone1">xū</span> <span class="tone3">wěi</span>	<ol><li>false</li> <li>hypocritical</li> <li>artificial</li> <li>sham</li></ol>				HSK_Level_6	32	[23, 32]
烟花爆竹	煙花爆竹	<span class="tone1">yān</span> <span class="tone1">huā</span> <span class="tone4">bào</span> <span class="tone2">zhú</span>	<ol><li>fireworks and firecrackers</li></ol>				HSK_Level_6	32	[17, 8, 25, 32]
尸体	屍體	<span class="tone1">shī</span> <span class="tone3">tǐ</span>	<ol><li>dead body</li> <li>corpse</li> <li>carcass</li></ol>	具(<span class="tone4">jù</span>)			HSK_Level_6	32	[32, 4]
伪造	偽造	<span class="tone3">wěi</span> <span class="tone4">zào</span>	<ol><li>to forge</li> <li>to fake</li> <li>to counterfeit</li></ol>				HSK_Level_6	32	[32, 6]
柔和		<span class="tone2">róu</span> <span class="tone2">hé</span>	<ol><li>gentle</li> <li>soft</li></ol>				HSK_Level_6	32	[32, 4]
腐败	腐敗	<span class="tone3">fǔ</span> <span class="tone4">bài</span>	<ol><li>corruption</li> <li>to corrupt</li> <li>to rot</li> <li>rotten</li></ol>				HSK_Level_6	32	[32, 16]
抚摸	撫摸	<span class="tone3">fǔ</span> <span class="tone1">mō</span>	<ol><li>to gently caress and stroke</li> <li>to pet</li> <li>to fondle</li></ol>				HSK_Level_6	32	[32, 28]
抚养	撫養	<span class="tone3">fǔ</span> <span class="tone3">yǎng</span>	<ol><li>to foster</li> <li>to bring up</li> <li>to raise</li></ol>				HSK_Level_6	32	[32, 17]
寂静	寂靜	<span class="tone4">jì</span> <span class="tone4">jìng</span>	<ol><li>quiet</li></ol>				HSK_Level_6	32	[32, 14]
腐烂	腐爛	<span class="tone3">fǔ</span> <span class="tone4">làn</span>	<ol><li>to rot</li> <li>to putrefy</li> <li>(fig.) corrupt</li></ol>				HSK_Level_6	32	[32, 32]
拳头	拳頭	<span class="tone2">quán</span> <span class="tone5">tou</span>	<ol><li>fist</li> <li>clenched fist</li> <li>competitive (product)</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_6	32	[32, 4]
弥补	彌補	<span class="tone2">mí</span> <span class="tone3">bǔ</span>	<ol><li>to complement</li> <li>to make up for a deficiency</li></ol>				HSK_Level_6	32	[32, 17]
弥漫	彌漫	<span class="tone2">mí</span> <span class="tone4">màn</span>	<ol><li>to pervade</li> <li>to fill the air</li> <li>diffuse</li> <li>everywhere present</li> <li>about to inundate (water)</li> <li>permeated by (smoke)</li> <li>filled with (dust)</li> <li>to saturate (the air with fog, smoke etc)</li></ol>				HSK_Level_6	32	[32, 26]
档案	檔案	<span class="tone4">dàng</span> <span class="tone4">àn</span>	<ol><li>file</li> <li>record</li> <li>archive</li></ol>				HSK_Level_6	32	[32, 11]
档次	檔次	<span class="tone4">dàng</span> <span class="tone4">cì</span>	<ol><li>grade</li> <li>class</li> <li>quality</li> <li>level</li></ol>				HSK_Level_6	32	[32, 2]
拼命		<span class="tone1">pīn</span> <span class="tone4">mìng</span>	<ol><li>to do one's utmost</li> <li>with all one's might</li> <li>at all costs</li> <li>(to work or fight) as if one's life depends on it</li></ol>				HSK_Level_6	32	[32, 9]
仓促	倉促	<span class="tone1">cāng</span> <span class="tone4">cù</span>	<ol><li>all of a sudden</li> <li>hurriedly</li></ol>				HSK_Level_6	32	[32, 24]
仓库	倉庫	<span class="tone1">cāng</span> <span class="tone4">kù</span>	<ol><li>depot</li> <li>storehouse</li> <li>warehouse</li></ol>				HSK_Level_6	32	[32, 22]
姿态	姿態	<span class="tone1">zī</span> <span class="tone4">tài</span>	<ol><li>attitude</li> <li>posture</li> <li>stance</li></ol>				HSK_Level_6	32	[32, 12]
溜		<span class="tone1">liū</span>	<ol><li>to slip away</li> <li>to escape in stealth</li> <li>to skate</li></ol>				HSK_Level_6	32	[32]
渴望		<span class="tone3">kě</span> <span class="tone4">wàng</span>	<ol><li>to thirst for</li> <li>to long for</li></ol>				HSK_Level_6	32	[32, 7]
脆弱		<span class="tone4">cuì</span> <span class="tone4">ruò</span>	<ol><li>weak</li> <li>frail</li></ol>				HSK_Level_6	32	[32, 23]
高涨	高漲	<span class="tone1">gāo</span> <span class="tone3">zhǎng</span>	<ol><li>to surge up</li> <li>to rise</li> <li>(of tensions etc) to run high</li></ol>				HSK_Level_6	33	[2, 33]
后勤	後勤	<span class="tone4">hòu</span> <span class="tone2">qín</span>	<ol><li>logistics</li></ol>				HSK_Level_6	33	[3, 33]
别扭	彆扭	<span class="tone4">biè</span> <span class="tone5">niu</span>	<ol><li>awkward</li> <li>difficult</li> <li>uncomfortable</li> <li>not agreeing</li> <li>at loggerheads</li> <li>gauche</li></ol>				HSK_Level_6	33	[3, 33]
住宅		<span class="tone4">zhù</span> <span class="tone2">zhái</span>	<ol><li>residence</li> <li>tenement</li></ol>				HSK_Level_6	33	[8, 33]
黄昏	黃昏	<span class="tone2">huáng</span> <span class="tone1">hūn</span>	<ol><li>dusk</li> <li>evening</li> <li>nightfall</li></ol>				HSK_Level_6	33	[15, 33]
呼唤	呼喚	<span class="tone1">hū</span> <span class="tone4">huàn</span>	<ol><li>to call out (a name etc)</li> <li>to shout</li></ol>				HSK_Level_6	33	[19, 33]
悲惨	悲慘	<span class="tone1">bēi</span> <span class="tone3">cǎn</span>	<ol><li>miserable</li> <li>tragic</li></ol>				HSK_Level_6	33	[25, 33]
辛勤		<span class="tone1">xīn</span> <span class="tone2">qín</span>	<ol><li>hardworking</li> <li>industrious</li></ol>				HSK_Level_6	33	[27, 33]
珍稀		<span class="tone1">zhēn</span> <span class="tone1">xī</span>	<ol><li>rare</li> <li>precious and uncommon</li></ol>			<span class="nobr">珍惜</span>	HSK_Level_6	33	[27, 33]
掩盖	掩蓋	<span class="tone3">yǎn</span> <span class="tone4">gài</span>	<ol><li>to conceal</li> <li>to hide behind</li> <li>to cover up</li></ol>				HSK_Level_6	33	[33, 23]
掩护	掩護	<span class="tone3">yǎn</span> <span class="tone4">hù</span>	<ol><li>to screen</li> <li>to shield</li> <li>to cover</li> <li>protection</li> <li>cover</li></ol>	面(<span class="tone4">miàn</span>)			HSK_Level_6	33	[33, 13]
闲话	閒話	<span class="tone2">xián</span> <span class="tone4">huà</span>	<ol><li>digression</li> <li>gossip</li> <li>complaint</li> <li>scandal</li></ol>	段(<span class="tone4">duàn</span>)			HSK_Level_6	33	[33, 2]
昏迷		<span class="tone1">hūn</span> <span class="tone2">mí</span>	<ol><li>to lose consciousness</li> <li>to be in a coma</li> <li>stupor</li> <li>coma</li> <li>stunned</li> <li>disoriented</li></ol>				HSK_Level_6	33	[33, 22]
勤劳	勤勞	<span class="tone2">qín</span> <span class="tone2">láo</span>	<ol><li>hardworking</li> <li>industrious</li> <li>diligent</li></ol>				HSK_Level_6	33	[33, 13]
漂浮		<span class="tone1">piāo</span> <span class="tone2">fú</span>	<ol><li>to float</li> <li>to hover</li> <li>to drift (also fig., to lead a wandering life)</li> <li>to rove</li> <li>showy</li> <li>superficial</li></ol>				HSK_Level_6	33	[33, 29]
垂直		<span class="tone2">chuí</span> <span class="tone2">zhí</span>	<ol><li>perpendicular</li> <li>vertical</li></ol>				HSK_Level_6	33	[33, 6]
赤道		<span class="tone4">chì</span> <span class="tone4">dào</span>	<ol><li>equator (of the earth or astronomical body)</li></ol>				HSK_Level_6	33	[33, 2]
赤字		<span class="tone4">chì</span> <span class="tone4">zì</span>	<ol><li>(financial) deficit</li> <li>red letter</li></ol>				HSK_Level_6	33	[33, 6]
割		<span class="tone1">gē</span>	<ol><li>to cut</li> <li>to cut apart</li></ol>			<span class="nobr">搁|擱</span>	HSK_Level_6	33	[33]
恼火	惱火	<span class="tone3">nǎo</span> <span class="tone3">huǒ</span>	<ol><li>to get angry</li> <li>irritated</li> <li>to annoy</li> <li>to aggravate</li> <li>annoying</li></ol>				HSK_Level_6	33	[33, 6]
遥控	遙控	<span class="tone2">yáo</span> <span class="tone4">kòng</span>	<ol><li>remote control</li></ol>				HSK_Level_6	33	[33, 19]
遥远	遙遠	<span class="tone2">yáo</span> <span class="tone3">yuǎn</span>	<ol><li>distant</li> <li>remote</li></ol>				HSK_Level_6	33	[33, 6]
扁		<span class="tone3">biǎn</span>	<ol><li>flat</li> <li>(coll.) to beat (sb) up</li></ol>				HSK_Level_6	33	[33]
夹杂	夾雜	<span class="tone1">jiā</span> <span class="tone2">zá</span>	<ol><li>to mix together (disparate substances)</li> <li>to mingle</li> <li>a mix</li> <li>to be tangled up with</li></ol>				HSK_Level_6	33	[33, 16]
晃		<span class="tone3">huǎng</span>	<ol><li>to dazzle</li> <li>to flash past</li></ol>				HSK_Level_6	33	[33]
扭转	扭轉	<span class="tone3">niǔ</span> <span class="tone3">zhuǎn</span>	<ol><li>to reverse</li> <li>to turn around (an undesirable situation)</li></ol>				HSK_Level_6	33	[33, 10]
串		<span class="tone4">chuàn</span>	<ol><li>to string together</li> <li>to skewer</li> <li>to connect wrongly</li> <li>to gang up</li> <li>to rove</li> <li>string</li> <li>bunch</li> <li>skewer</li> <li>classifier for things that are strung together, or in a bunch, or in a row: string of, bunch of, series of</li> <li>to make a swift or abrupt linear movement (like a bead on an abacus)</li> <li>to move across</li></ol>				HSK_Level_6	33	[33]
娃娃		<span class="tone2">wá</span> <span class="tone5">wa</span>	<ol><li>baby</li> <li>small child</li> <li>doll</li></ol>				HSK_Level_6	33	[33, 33]
呵		<span class="tone1">hē</span>	<ol><li>expel breath</li> <li>my goodness</li></ol>			<span class="nobr">喝</span>	HSK_Level_6	33	[33]
悬挂	懸掛	<span class="tone2">xuán</span> <span class="tone4">guà</span>	<ol><li>to suspend</li> <li>to hang</li> <li>(vehicle) suspension</li></ol>				HSK_Level_6	33	[33, 22]
悬殊	懸殊	<span class="tone2">xuán</span> <span class="tone1">shū</span>	<ol><li>widely different</li> <li>large disparity</li></ol>				HSK_Level_6	33	[33, 24]
悬念	懸念	<span class="tone2">xuán</span> <span class="tone4">niàn</span>	<ol><li>suspense in a movie, play etc</li> <li>concern for sb's welfare</li></ol>				HSK_Level_6	33	[33, 10]
丑恶	醜惡	<span class="tone3">chǒu</span> <span class="tone4">è</span>	<ol><li>ugly</li> <li>repulsive</li></ol>				HSK_Level_6	33	[33, 19]
